ticker,currency,asset_class,fund_benchmark,fund_category,fund_dividend_policy,fund_domicile,fund_global_category,asset_type,category_type,category_subdetail,issuer,market_cap,ongoing_charge_tercile,super_region,region_group
100Hp.DXE,EUR,EQUITY,FTSE 100 TR,United Kingdom,CAPITALIZATION,LU,Equity UK,Equity,Region,UK,Amundi,50952932.0,2.0,Europe,Western Europe
36B6d.DXE,USD,EQUITY,MSCI USA SRI Select Reduced Fossil Fuel TR USD,United States of America,DISTRIBUTION,IE,Equity US,Equity,Region,US,BlackRock,403873564.0,2.0,Americas,North America
3D3Dd.DXE,EUR,EQUITY,MSCI Europe TR EUR,Europe,CAPITALIZATION,IE,Equity Europe,Equity,Region,Europe,Robec Instl Mgmt,9713090.0,2.0,Europe,Europe All
3DGLd.DXE,USD,EQUITY,MSCI World TR USD,Global,CAPITALIZATION,IE,Equity Global,Equity,Region,Global,Robec Instl Mgmt,15451525.0,2.0,Global,Global
3DUSd.DXE,USD,EQUITY,S&P 500 TR,United States of America,CAPITALIZATION,IE,Equity US,Equity,Region,US,Robec Instl Mgmt,10360252.0,2.0,Americas,North America
4BRZd.DXE,USD,EQUITY,MSCI Brazil NR USD,Brazil,CAPITALIZATION,DE,Equity Brazil,Equity,Region,Brazil,BlackRock,1948790700.0,2.0,Americas,Latin America
500Hp.DXE,EUR,EQUITY,S&P 500 TR,United States of America,CAPITALIZATION,LU,Equity US,Equity,Region,US,Amundi,335360587.0,2.0,Americas,North America
500Up.DXE,USD,EQUITY,S&P 500 TR,United States of America,CAPITALIZATION,LU,Equity US,Equity,Region,US,Amundi,4141948897.0,1.0,Americas,North America
500p.DXE,EUR,EQUITY,S&P 500 TR,United States of America,CAPITALIZATION,LU,Equity US,Equity,Region,US,Amundi,2216068766.0,1.0,Americas,North America
5HEUd.DXE,EUR,EQUITY,,Europe,DISTRIBUTION,IE,Equity Europe,Equity,Region,Europe,Ossiam,28244845.0,3.0,Europe,Europe All
8R80d.DXE,CHF,EQUITY,,Japan,CAPITALIZATION,LU,Equity Japan,Equity,Region,Japan,Amundi,4032258.0,2.0,Asia,East Asia
AASIp.DXE,EUR,EQUITY,MSCI EM Asia TR USD,Asia Pacific ex Japan,CAPITALIZATION,LU,Equity Emerging Mkts Asia,Equity,Region,Emerging Mkts Asia,Amundi,789568973.0,2.0,Asia,Asia Pacific
AASUp.DXE,USD,EQUITY,MSCI EM Asia TR USD,Asia Pacific ex Japan,CAPITALIZATION,LU,Equity Emerging Mkts Asia,Equity,Region,Emerging Mkts Asia,Amundi,595845003.0,2.0,Asia,Asia Pacific
ACWIp.DXE,EUR,EQUITY,MSCI AC World NR USD,Global,CAPITALIZATION,LU,Equity Global,Equity,Region,Global,Amundi,1414123602.0,3.0,Global,Global
AE5Bd.DXE,EUR,EQUITY,MSCI Europe Climate Action NR USD,Europe,DISTRIBUTION,LU,Equity Europe,Equity,Region,Europe,Amundi,600819687.0,1.0,Europe,Europe All
AEEMp.DXE,EUR,EQUITY,MSCI EM (Emerging Markets) NR USD,Global Emerging Markets,CAPITALIZATION,LU,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,Amundi,2323961775.0,2.0,Global,Emerging Markets
AEJp.DXE,EUR,EQUITY,MSCI AC Asia Pacific ex Japan NR USD,Asia Pacific ex Japan,CAPITALIZATION,LU,Equity Asia Pacific ex Japan,Equity,Region,Asia Pacific ex Japan,Amundi,386433297.0,3.0,Asia,Asia Pacific
AEMEp.DXE,EUR,EQUITY,MSCI EM (Emerging Markets) NR USD,Global Emerging Markets,CAPITALIZATION,LU,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,Amundi,2995513310.0,2.0,Global,Emerging Markets
AH50d.DXE,USD,EQUITY,FTSE China A50 TR CNH,China,DISTRIBUTION,LU,Equity China,Equity,Region,China,DWS,10830886.0,3.0,Asia,East Asia
AHYRd.DXE,USD,EQUITY,MSCI World NR USD,Global,DISTRIBUTION,LU,Equity Global,Equity,Region,Global,Amundi,5162693885.0,2.0,Global,Global
ALATp.DXE,EUR,EQUITY,MSCI EM Latin America TR USD,Latin America,CAPITALIZATION,LU,Equity Emerging Mkts Latin Am,Equity,Region,Emerging Mkts Latin Am,Amundi,128449368.0,2.0,Americas,Latin America
ALAUp.DXE,USD,EQUITY,MSCI EM Latin America TR USD,Latin America,CAPITALIZATION,LU,Equity Emerging Mkts Latin Am,Equity,Region,Emerging Mkts Latin Am,Amundi,62453919.0,2.0,Americas,Latin America
ANAVd.DXE,USD,EQUITY,NASDAQ 100 TR,United States of America,CAPITALIZATION,IE,Equity US,Equity,Region,US,AXA,1093488181.0,1.0,Americas,North America
ANXUp.DXE,USD,EQUITY,NASDAQ 100 TR,United States of America,CAPITALIZATION,LU,Equity US,Equity,Region,US,Amundi,420750275.0,2.0,Americas,North America
ANXp.DXE,EUR,EQUITY,NASDAQ 100 TR,United States of America,CAPITALIZATION,LU,Equity US,Equity,Region,US,Amundi,1386830461.0,2.0,Americas,North America
APXp.DXE,EUR,EQUITY,MSCI AC Asia ex Japan NR USD,Asia (ex-Japan),CAPITALIZATION,LU,Equity Asia Pacific ex Japan,Equity,Region,Asia Pacific ex Japan,Amundi,218016940.0,3.0,Asia,Asia Pacific
AUEMp.DXE,USD,EQUITY,MSCI EM (Emerging Markets) NR USD,Global Emerging Markets,CAPITALIZATION,LU,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,Amundi,891533910.0,2.0,Global,Emerging Markets
AW10d.DXE,USD,EQUITY,,Global,CAPITALIZATION,IE,Equity Global,Equity,Region,Global,UBS,10360154.0,1.0,Global,Global
AW1Hd.DXE,EUR,EQUITY,,EuroZone,CAPITALIZATION,IE,Equity EuroZone,Equity,Region,EuroZone,UBS,105171968.0,1.0,Europe,Europe All
BBVAIe.DXE,EUR,EQUITY,IBEX 35 TR,Spain,DISTRIBUTION,ES,Equity Spain,Equity,Region,Spain,BBVA Asst Mgmt,112355337.0,3.0,Europe,Western Europe
C1Up.DXE,EUR,EQUITY,,United Kingdom,CAPITALIZATION,LU,Equity UK,Equity,Region,UK,Amundi,39806212.0,2.0,Europe,Western Europe
C40p.DXE,EUR,EQUITY,CAC 40 ESG EUR,France,CAPITALIZATION,LU,Equity France,Equity,Region,France,Amundi,807714345.0,2.0,Europe,Western Europe
C4Dp.DXE,EUR,EQUITY,CAC 40 ESG EUR,France,DISTRIBUTION,LU,Equity France,Equity,Region,France,Amundi,41495408.0,2.0,Europe,Western Europe
C50p.DXE,EUR,EQUITY,EURO STOXX 50 TR EUR,EuroZone,CAPITALIZATION,LU,Equity EuroZone,Equity,Region,EuroZone,Amundi,2239830252.0,1.0,Europe,Europe All
C5Ep.DXE,EUR,EQUITY,STOXX Europe 50 NR EUR,Europe,DISTRIBUTION,FR,Equity Europe,Equity,Region,Europe,Amundi,488161263.0,1.0,Europe,Europe All
C6Ep.DXE,EUR,EQUITY,STOXX Europe 600 ESG+ TR EUR,Europe,CAPITALIZATION,LU,Equity Europe,Equity,Region,Europe,Amundi,772445099.0,2.0,Europe,Europe All
CACCp.DXE,EUR,EQUITY,CAC 40 TR,France,CAPITALIZATION,FR,Equity France,Equity,Region,France,Amundi,667574000.0,2.0,Europe,Western Europe
CACp.DXE,EUR,EQUITY,CAC 40 TR,France,DISTRIBUTION,FR,Equity France,Equity,Region,France,Amundi,3137714246.0,2.0,Europe,Western Europe
CATHm.DXE,USD,EQUITY,,Global,CAPITALIZATION,LU,Equity Global,Equity,Region,Global,Amundi,100756706.0,2.0,Global,Global
CBUHd.DXE,USD,EQUITY,,Global,CAPITALIZATION,IE,Equity Global,Equity,Region,Global,BlackRock,254524342.0,2.0,Global,Global
CBUId.DXE,USD,EQUITY,,Global,CAPITALIZATION,IE,Equity Global,Equity,Region,Global,BlackRock,188887891.0,2.0,Global,Global
CC1p.DXE,EUR,EQUITY,,China,CAPITALIZATION,LU,Equity China,Equity,Region,China,Amundi,52221134.0,3.0,Asia,East Asia
CD5p.DXE,EUR,EQUITY,EURO STOXX 50 TR EUR,EuroZone,DISTRIBUTION,LU,Equity EuroZone,Equity,Region,EuroZone,Amundi,615145044.0,1.0,Europe,Europe All
CD8p.DXE,EUR,EQUITY,MSCI EMU High Dividend Yield NR,EuroZone,CAPITALIZATION,FR,Equity Europe Income,Equity,Region,Europe Income,Amundi,208002033.0,2.0,Europe,Europe All
CE8p.DXE,EUR,EQUITY,MSCI World ex Europe NR EUR,Global,CAPITALIZATION,LU,Equity Global,Equity,Region,Global,Amundi,696646827.0,3.0,Global,Global
CECp.DXE,EUR,EQUITY,MSCI EM Eastern Europe ex Russia NR EUR,Eastern Europe,CAPITALIZATION,LU,Equity Emerging Mkts Europe,Equity,Region,Emerging Mkts Europe,Amundi,111631977.0,3.0,Europe,Eastern Europe
CEU2p.DXE,EUR,EQUITY,MSCI Europe TR EUR,Europe,CAPITALIZATION,LU,Equity Europe,Equity,Region,Europe,Amundi,2085199945.0,1.0,Europe,Europe All
CEUp.DXE,EUR,EQUITY,,Europe,CAPITALIZATION,LU,Equity Europe,Equity,Region,Europe,Amundi,1567509760.0,1.0,Europe,Europe All
CG1p.DXE,EUR,EQUITY,DAX Index USD,Germany,DISTRIBUTION,FR,Equity Germany,Equity,Region,Germany,Amundi,776245513.0,1.0,Europe,Western Europe
CG9p.DXE,EUR,EQUITY,MSCI Europe Growth TR EUR,Europe,CAPITALIZATION,LU,Equity Europe,Equity,Region,Europe,Amundi,75956469.0,3.0,Europe,Europe All
CHINEp.DXE,EUR,EQUITY,,China,CAPITALIZATION,LU,Equity China,Equity,Region,China,BNP Paribas,84237483.0,3.0,Asia,East Asia
CHINUp.DXE,USD,EQUITY,,China,CAPITALIZATION,LU,Equity China,Equity,Region,China,BNP Paribas,28000560.0,3.0,Asia,East Asia
CHSRd.DXE,CHF,EQUITY,,Switzerland,CAPITALIZATION,LU,Equity Switzerland,Equity,Region,Switzerland,UBS,180971968.0,2.0,Europe,Western Europe
CI2Up.DXE,USD,EQUITY,MSCI India NR USD,India,CAPITALIZATION,LU,Equity India,Equity,Region,India,Amundi,44572924.0,3.0,Asia,South Asia
CI2p.DXE,EUR,EQUITY,MSCI India NR USD,India,CAPITALIZATION,LU,Equity India,Equity,Region,India,Amundi,196499434.0,3.0,Asia,South Asia
CITYa.DXE,USD,EQUITY,STOXX Global Smart City Infrastructure TR USD,Global,CAPITALIZATION,IE,Equity Global,Equity,Region,Global,BlackRock,361265698.0,3.0,Global,Global
CJ1p.DXE,EUR,EQUITY,,Japan,CAPITALIZATION,LU,Equity Japan,Equity,Region,Japan,Amundi,163194169.0,1.0,Asia,East Asia
CM9p.DXE,EUR,EQUITY,MSCI World ex EMU NR EUR,Global,DISTRIBUTION,FR,Equity Global,Equity,Region,Global,Amundi,758877628.0,3.0,Global,Global
CMUDp.DXE,EUR,EQUITY,,EuroZone,DISTRIBUTION,LU,Equity EuroZone,Equity,Region,EuroZone,Amundi,63345265.0,2.0,Europe,Europe All
CMUp.DXE,EUR,EQUITY,,EuroZone,CAPITALIZATION,LU,Equity EuroZone,Equity,Region,EuroZone,Amundi,1043278818.0,2.0,Europe,Europe All
CN1p.DXE,EUR,EQUITY,MSCI Nordic Countries TR EUR,Nordic,CAPITALIZATION,LU,Equity Nordic,Equity,Region,Nordic,Amundi,238170632.0,2.0,Europe,Nordic
CNAAp.DXE,USD,EQUITY,MSCI China A NR USD,China,CAPITALIZATION,FR,Equity China,Equity,Region,China,Amundi,162350996.0,3.0,Asia,East Asia
COWZa.DXE,USD,EQUITY,Pacer US Cash Cows 100 TR USD,United States of America,CAPITALIZATION,IE,Equity US,Equity,Region,US,Pacer Advisors,19372029.0,3.0,Americas,North America
CP9p.DXE,EUR,EQUITY,,Asia Pacific ex Japan,CAPITALIZATION,LU,Equity Asia Pacific ex Japan,Equity,Region,Asia Pacific ex Japan,Amundi,277885536.0,3.0,Asia,Asia Pacific
CSWp.DXE,EUR,EQUITY,MSCI Switzerland NR CHF,Switzerland,CAPITALIZATION,LU,Equity Switzerland,Equity,Region,Switzerland,Amundi,139484130.0,2.0,Europe,Western Europe
CU2Up.DXE,USD,EQUITY,MSCI USA ESG Leaders Sel 5% Issuer Capped NR USD,United States of America,CAPITALIZATION,LU,Equity US,Equity,Region,US,Amundi,384476336.0,3.0,Americas,North America
CU2p.DXE,EUR,EQUITY,MSCI USA ESG Leaders Sel 5% Issuer Capped NR USD,United States of America,CAPITALIZATION,LU,Equity US,Equity,Region,US,Amundi,488974164.0,3.0,Americas,North America
CU9p.DXE,EUR,EQUITY,,Europe,CAPITALIZATION,FR,Equity Europe,Equity,Region,Europe,Amundi,308955321.0,2.0,Europe,Europe All
CV9p.DXE,EUR,EQUITY,MSCI Europe Value NR EUR,Europe,CAPITALIZATION,LU,Equity Europe,Equity,Region,Europe,Amundi,258429186.0,2.0,Europe,Europe All
CW8p.DXE,EUR,EQUITY,MSCI World TR EUR,Global,CAPITALIZATION,LU,Equity Global,Equity,Region,Global,Amundi,4454602890.0,3.0,Global,Global
D5BHd.DXE,USD,EQUITY,,Canada,CAPITALIZATION,LU,Equity Canada,Equity,Region,Canada,DWS,617335004.0,3.0,Americas,North America
D5BId.DXE,USD,EQUITY,MSCI Mexico TR USD,Mexico,CAPITALIZATION,LU,Equity Mexico,Equity,Region,Mexico,DWS,300193624.0,3.0,Americas,Latin America
D5BLd.DXE,EUR,EQUITY,MSCI Europe Enhanced Value TR EUR,Europe,CAPITALIZATION,LU,Equity Europe,Equity,Region,Europe,DWS,58466222.0,1.0,Europe,Europe All
D5BMd.DXE,USD,EQUITY,S&P 500 TR,United States of America,CAPITALIZATION,LU,Equity US,Equity,Region,US,DWS,4655917719.0,1.0,Americas,North America
D6RPd.DXE,EUR,EQUITY,MSCI World Climate Change ESG Select NR EUR,Global,DISTRIBUTION,DE,Equity Global,Equity,Region,Global,Deka Invstmt,1160570342.0,2.0,Global,Global
D6RQd.DXE,EUR,EQUITY,MSCI USA Climate Change ESG Select NR EUR,United States of America,DISTRIBUTION,DE,Equity US,Equity,Region,US,Deka Invstmt,1091000274.0,2.0,Americas,North America
D6RSd.DXE,EUR,EQUITY,MSCI EMU Climate Change ESG Select NR EUR,EuroZone,DISTRIBUTION,DE,Equity EuroZone,Equity,Region,EuroZone,Deka Invstmt,223496006.0,2.0,Europe,Europe All
DBX3d.DXE,USD,EQUITY,,Latin America,CAPITALIZATION,LU,Equity Emerging Mkts Latin Am,Equity,Region,Emerging Mkts Latin Am,DWS,47480617.0,3.0,Americas,Latin America
DBX5d.DXE,USD,EQUITY,MSCI Taiwan 20/35 NR USD,Taiwan,CAPITALIZATION,LU,Equity Taiwan,Equity,Region,Taiwan,DWS,117498732.0,3.0,Asia,East Asia
DBX7d.DXE,USD,EQUITY,Nifty 50 TR,India,CAPITALIZATION,LU,Equity India,Equity,Region,India,DWS,247081090.0,3.0,Asia,South Asia
DBX9d.DXE,USD,EQUITY,MSCI China A Inclusion TR USD,China,CAPITALIZATION,LU,Equity China,Equity,Region,China,DWS,142656785.0,3.0,Asia,East Asia
DBXDd.DXE,EUR,EQUITY,DAX TR,Germany,CAPITALIZATION,LU,Equity Germany,Equity,Region,Germany,DWS,4620665623.0,1.0,Europe,Western Europe
DBXId.DXE,EUR,EQUITY,FTSE MIB Net Total Return TR EUR,Italy,DISTRIBUTION,LU,Equity Italy,Equity,Region,Italy,DWS,46770367.0,2.0,Europe,Western Europe
DBXJd.DXE,USD,EQUITY,MSCI Japan TR JPY,Japan,CAPITALIZATION,LU,Equity Japan,Equity,Region,Japan,DWS,2137510068.0,1.0,Asia,East Asia
DBXWd.DXE,USD,EQUITY,MSCI World TR USD,Global,CAPITALIZATION,LU,Equity Global,Equity,Region,Global,DWS,4731836062.0,3.0,Global,Global
DEAMd.DXE,EUR,EQUITY,MDAX NR EUR,Germany,CAPITALIZATION,IE,Equity German Sm&Mid Cap,Equity,Region,German Sm&Mid Cap,Invesco,200921691.0,2.0,Europe,Western Europe
DECDd.DXE,EUR,EQUITY,DAX 50 ESG+ TR EUR,Germany,CAPITALIZATION,LU,Equity Germany,Equity,Region,Germany,Amundi,22569484.0,1.0,Europe,Western Europe
DJEp.DXE,EUR,EQUITY,Dow Jones Industrial Average NR,United States of America,DISTRIBUTION,FR,Equity US,Equity,Region,US,Amundi,365029389.0,3.0,Americas,North America
DX2Gd.DXE,EUR,EQUITY,CAC 40 NR,France,DISTRIBUTION,LU,Equity France,Equity,Region,France,DWS,119821135.0,2.0,Europe,Western Europe
DXS0d.DXE,CHF,EQUITY,Swiss Leader TR,Switzerland,DISTRIBUTION,LU,Equity Switzerland,Equity,Region,Switzerland,DWS,298351240.0,2.0,Europe,Western Europe
DXSAd.DXE,EUR,EQUITY,EURO STOXX Quality Dividend 50 TR EUR,EuroZone,DISTRIBUTION,LU,Equity Europe Income,Equity,Region,Europe Income,DWS,241604068.0,2.0,Europe,Europe All
E40p.DXE,EUR,EQUITY,Euronext CAC 40 ESG Gross Return EUR,France,DISTRIBUTION,FR,Equity France,Equity,Region,France,BNP Paribas,206527933.0,2.0,Europe,Western Europe
E909d.DXE,EUR,EQUITY,DAX 50 ESG + NR EUR,Germany,DISTRIBUTION,DE,Equity Germany,Equity,Region,Germany,Amundi,246079983.0,1.0,Europe,Western Europe
ECNp.DXE,EUR,EQUITY,Low Carbon 100 Europe PAB NTR,Europe,CAPITALIZATION,LU,Equity Europe,Equity,Region,Europe,BNP Paribas,1162662016.0,3.0,Europe,Europe All
EDIVp.DXE,EUR,EQUITY,S&P Euro ESG High Yield Dividend Aristocrats NR,EuroZone,CAPITALIZATION,LU,Equity EuroZone,Equity,Region,EuroZone,Amundi,10184507.0,2.0,Europe,Europe All
EDM4d.DXE,EUR,EQUITY,,EuroZone,CAPITALIZATION,IE,Equity EuroZone,Equity,Region,EuroZone,BlackRock,1939165941.0,1.0,Europe,Europe All
EDM6d.DXE,EUR,EQUITY,,Europe,CAPITALIZATION,IE,Equity Europe,Equity,Region,Europe,BlackRock,1551566750.0,1.0,Europe,Europe All
EDMJd.DXE,USD,EQUITY,,Japan,CAPITALIZATION,IE,Equity Japan,Equity,Region,Japan,BlackRock,1224883812.0,1.0,Asia,East Asia
EEMKp.DXE,EUR,EQUITY,,Global Emerging Markets,CAPITALIZATION,LU,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,BNP Paribas,672368686.0,2.0,Global,Emerging Markets
EEMUp.DXE,EUR,EQUITY,,EuroZone,CAPITALIZATION,LU,Equity EuroZone,Equity,Region,EuroZone,BNP Paribas,530431537.0,1.0,Europe,Europe All
EEUEp.DXE,EUR,EQUITY,,Europe,CAPITALIZATION,LU,Equity Europe,Equity,Region,Europe,BNP Paribas,879164434.0,1.0,Europe,Europe All
EJAHp.DXE,EUR,EQUITY,,Japan,CAPITALIZATION,LU,Equity Japan,Equity,Region,Japan,BNP Paribas,110160671.0,1.0,Asia,East Asia
EJAPp.DXE,EUR,EQUITY,,Japan,CAPITALIZATION,LU,Equity Japan,Equity,Region,Japan,BNP Paribas,1238206607.0,1.0,Asia,East Asia
EKLDCp.DXE,EUR,EQUITY,,United States of America,CAPITALIZATION,LU,Equity US,Equity,Region,US,BNP Paribas,108357438.0,2.0,Americas,North America
EKLDp.DXE,USD,EQUITY,,United States of America,CAPITALIZATION,LU,Equity US,Equity,Region,US,BNP Paribas,134514072.0,2.0,Americas,North America
EKUSp.DXE,EUR,EQUITY,,United States of America,DISTRIBUTION,LU,Equity US,Equity,Region,US,BNP Paribas,228609286.0,2.0,Americas,North America
EL41d.DXE,USD,EQUITY,MSCI USA Mid Cap NR,United States of America,DISTRIBUTION,DE,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Deka Invstmt,50524226.0,2.0,Americas,North America
EL42d.DXE,EUR,EQUITY,MSCI Europe NR EUR,Europe,DISTRIBUTION,DE,Equity Europe,Equity,Region,Europe,Deka Invstmt,984367110.0,2.0,Europe,Europe All
EL46d.DXE,HKD,EQUITY,MSCI China NR HKD,China,DISTRIBUTION,DE,Equity China,Equity,Region,China,Deka Invstmt,574073387.0,3.0,Asia,East Asia
EL4Ad.DXE,EUR,EQUITY,DAX TR,Germany,CAPITALIZATION,DE,Equity Germany,Equity,Region,Germany,Deka Invstmt,1340358516.0,1.0,Europe,Western Europe
EL4Bd.DXE,EUR,EQUITY,EURO STOXX 50 NR EUR,EuroZone,DISTRIBUTION,DE,Equity EuroZone,Equity,Region,EuroZone,Deka Invstmt,869131094.0,2.0,Europe,Europe All
EL4Dd.DXE,EUR,EQUITY,STOXX Europe Strong Value 20,Europe,DISTRIBUTION,DE,Equity Europe,Equity,Region,Europe,Deka Invstmt,31724896.0,3.0,Europe,Europe All
EL4Fd.DXE,EUR,EQUITY,DAX TR,Germany,DISTRIBUTION,DE,Equity Germany,Equity,Region,Germany,Deka Invstmt,852978190.0,2.0,Europe,Western Europe
EL4Gd.DXE,EUR,EQUITY,EURO STOXX Select Dividend 30 NR EUR,EuroZone,DISTRIBUTION,DE,Equity Europe Income,Equity,Region,Europe Income,Deka Invstmt,152922885.0,2.0,Europe,Europe All
EL4Xd.DXE,EUR,EQUITY,DAXplus Maximum Dividend TR,Germany,DISTRIBUTION,DE,Equity Germany,Equity,Region,Germany,Deka Invstmt,235340075.0,2.0,Europe,Western Europe
EL4Zd.DXE,USD,EQUITY,MSCI USA NR USD,United States of America,DISTRIBUTION,DE,Equity US,Equity,Region,US,Deka Invstmt,375222454.0,2.0,Americas,North America
ELF0d.DXE,EUR,EQUITY,DAX 30 ex Financials TR,Germany,DISTRIBUTION,DE,Equity Germany,Equity,Region,Germany,Deka Invstmt,20310401.0,2.0,Europe,Western Europe
ELF1d.DXE,EUR,EQUITY,MDAX TR,Germany,CAPITALIZATION,DE,Equity German Sm&Mid Cap,Equity,Region,German Sm&Mid Cap,Deka Invstmt,308240999.0,2.0,Europe,Western Europe
ELFCd.DXE,EUR,EQUITY,EURO iSTOXX ex Financials High Dividend 50 CR EUR,EuroZone,DISTRIBUTION,DE,Equity EuroZone,Equity,Region,EuroZone,Deka Invstmt,333603412.0,2.0,Europe,Europe All
ELFWd.DXE,EUR,EQUITY,MSCI World CR EUR,Global,DISTRIBUTION,DE,Equity Global,Equity,Region,Global,Deka Invstmt,3259785687.0,3.0,Global,Global
EMISp.DXE,EUR,EQUITY,,Global Emerging Markets,CAPITALIZATION,LU,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,BNP Paribas,93069347.0,3.0,Global,Emerging Markets
EMNDd.DXE,USD,EQUITY,,Global,DISTRIBUTION,IE,Equity Global,Equity,Region,Global,BlackRock,513555400.0,2.0,Global,Global
EMNEd.DXE,EUR,EQUITY,,EuroZone,DISTRIBUTION,IE,Equity EuroZone,Equity,Region,EuroZone,BlackRock,730528149.0,1.0,Europe,Europe All
EMNJd.DXE,USD,EQUITY,,Japan,DISTRIBUTION,IE,Equity Japan,Equity,Region,Japan,BlackRock,467280662.0,1.0,Asia,East Asia
EMNUd.DXE,EUR,EQUITY,,Europe,DISTRIBUTION,IE,Equity Europe,Equity,Region,Europe,BlackRock,3915501028.0,1.0,Europe,Europe All
EMPAa.DXE,EUR,EQUITY,,EuroZone,CAPITALIZATION,IE,Equity EuroZone,Equity,Region,EuroZone,BlackRock,1114738640.0,1.0,Europe,Europe All
EMULm.DXE,EUR,EQUITY,MSCI EMU Large Cap TR,EuroZone,CAPITALIZATION,IE,Equity EuroZone,Equity,Region,EuroZone,BlackRock,119082869.0,3.0,Europe,Europe All
EMWEp.DXE,EUR,EQUITY,,Global,CAPITALIZATION,LU,Equity Global,Equity,Region,Global,BNP Paribas,1003248781.0,2.0,Global,Global
ENAMp.DXE,EUR,EQUITY,,United States of America,CAPITALIZATION,LU,Equity US,Equity,Region,US,BNP Paribas,310184383.0,1.0,Americas,North America
EPADa.DXE,EUR,EQUITY,,Europe,DISTRIBUTION,IE,Equity Europe,Equity,Region,Europe,BlackRock,25441594.0,1.0,Europe,Europe All
EPEJp.DXE,EUR,EQUITY,,Asia Pacific ex Japan,CAPITALIZATION,LU,Equity Asia Pacific ex Japan,Equity,Region,Asia Pacific ex Japan,BNP Paribas,216807175.0,1.0,Asia,Asia Pacific
EQEUd.DXE,EUR,EQUITY,NASDAQ 100 Notional NR,United States of America,CAPITALIZATION,IE,Equity US,Equity,Region,US,Invesco,229013163.0,3.0,Americas,North America
EQQQd.DXE,USD,EQUITY,NASDAQ 100 Notional NR,United States of America,DISTRIBUTION,IE,Equity US,Equity,Region,US,Invesco,8664391569.0,2.0,Americas,North America
EROp.DXE,EUR,EQUITY,MSCI Europe NR EUR,Europe,CAPITALIZATION,IE,Equity Europe,Equity,Region,Europe,State Street,238325048.0,2.0,Europe,Europe All
ESDp.DXE,USD,EQUITY,S&P 500 NR,United States of America,CAPITALIZATION,FR,Equity US,Equity,Region,US,BNP Paribas,3677018979.0,1.0,Americas,North America
ESEHp.DXE,EUR,EQUITY,S&P 500 NR (Hedged to EUR),United States of America,CAPITALIZATION,FR,Equity US,Equity,Region,US,BNP Paribas,1170807537.0,1.0,Americas,North America
ESEp.DXE,EUR,EQUITY,S&P 500 NR,United States of America,CAPITALIZATION,FR,Equity US,Equity,Region,US,BNP Paribas,3010023075.0,1.0,Americas,North America
ESGEp.DXE,EUR,EQUITY,MSCI Europe ESG Leaders Select 5% Iss Cap NR EUR,Europe,CAPITALIZATION,LU,Equity Europe,Equity,Region,Europe,Amundi,1219406721.0,2.0,Europe,Europe All
ETBBp.DXE,EUR,EQUITY,EURO STOXX 50 NR EUR,EuroZone,DISTRIBUTION,FR,Equity EuroZone,Equity,Region,EuroZone,BNP Paribas,101833901.0,1.0,Europe,Europe All
ETDDp.DXE,EUR,EQUITY,EURO STOXX 50 NR EUR,EuroZone,CAPITALIZATION,FR,Equity EuroZone,Equity,Region,EuroZone,BNP Paribas,418148266.0,1.0,Europe,Europe All
ETFMIm.DXE,EUR,EQUITY,FTSE MIB Net Total Return CR EUR,Italy,DISTRIBUTION,FR,Equity Italy,Equity,Region,Italy,Amundi,385139708.0,3.0,Europe,Western Europe
ETZDp.DXE,EUR,EQUITY,STOXX Europe 600 NR EUR,Europe,DISTRIBUTION,FR,Equity Europe,Equity,Region,Europe,BNP Paribas,149722678.0,2.0,Europe,Europe All
ETZp.DXE,EUR,EQUITY,STOXX Europe 600 NR EUR,Europe,CAPITALIZATION,FR,Equity Europe,Equity,Region,Europe,BNP Paribas,607369255.0,2.0,Europe,Europe All
EUDIVp.DXE,EUR,EQUITY,S&P Euro ESG High Yield Dividend Aristocrats NR,EuroZone,DISTRIBUTION,LU,Equity EuroZone,Equity,Region,EuroZone,Amundi,19842689.0,2.0,Europe,Europe All
EUNAa.DXE,EUR,EQUITY,STOXX Europe 50 TR EUR,Europe,DISTRIBUTION,IE,Equity Europe,Equity,Region,Europe,BlackRock,582278753.0,3.0,Europe,Europe All
EUPBa.DXE,EUR,EQUITY,,Europe,CAPITALIZATION,IE,Equity Europe,Equity,Region,Europe,BlackRock,24554486.0,1.0,Europe,Europe All
EUSRIp.DXE,EUR,EQUITY,,Europe,CAPITALIZATION,LU,Equity Europe,Equity,Region,Europe,Amundi,1957969497.0,2.0,Europe,Europe All
EXCHa.DXE,USD,EQUITY,MSCI EM EX CHINA NR USD,Global Emerging Markets,CAPITALIZATION,IE,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,BlackRock,1665295885.0,2.0,Global,Emerging Markets
EXI1d.DXE,CHF,EQUITY,Swiss Leader TR,Switzerland,DISTRIBUTION,DE,Equity Switzerland,Equity,Region,Switzerland,BlackRock,379958300.0,3.0,Europe,Western Europe
