ticker,currency,asset_class,fund_benchmark,fund_category,fund_dividend_policy,fund_domicile,fund_global_category,asset_type,category_type,category_subdetail,issuer,market_cap,ongoing_charge_tercile,super_region,region_group
FLCH.BT1,USD,EQUITY,FTSE China RIC Capped TR,China,DISTRIBUTION,US,Equity China,Equity,Region,China,Franklin,148553960.0,1.0,Asia,East Asia
FLCV.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Federated,14649520.0,,Americas,North America
FLDZ.BT1,USD,EQUITY,S&P 900 TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,TrueMark Investments LLC,3856055.0,2.0,Americas,North America
FLEE.BT1,USD,EQUITY,FTSE Developed Europe RIC Capped NR,Europe,DISTRIBUTION,US,Equity Europe,Equity,Region,Europe,Franklin,66763459.0,1.0,Europe,Europe All
FLEU.BT1,USD,EQUITY,FTSE Developed Eurozone TR USD,Europe,DISTRIBUTION,US,Equity Europe,Equity,Region,Europe,Franklin,19307438.0,1.0,Europe,Europe All
FLGB.BT1,USD,EQUITY,FTSE United Kingdom RIC Capped NR,United Kingdom,DISTRIBUTION,US,Equity UK,Equity,Region,UK,Franklin,661732552.0,1.0,Europe,Western Europe
FLGR.BT1,USD,EQUITY,FTSE Germany RIC Capped NR,Germany,DISTRIBUTION,US,Equity Germany,Equity,Region,Germany,Franklin,25032996.0,1.0,Europe,Western Europe
FLHK.BT1,USD,EQUITY,FTSE Hong Kong RIC Capped TR,Hong Kong,DISTRIBUTION,US,Equity Hong Kong,Equity,Region,Hong Kong,Franklin,12194231.0,1.0,Asia,East Asia
FLIN.BT1,USD,EQUITY,FTSE India RIC Capped TR,India,DISTRIBUTION,US,Equity India,Equity,Region,India,Franklin,1710159818.0,1.0,Asia,South Asia
FLJH.BT1,USD,EQUITY,FTSE Japan RIC Capped Hedged NR,Japan,DISTRIBUTION,US,Equity Japan,Equity,Region,Japan,Franklin,78768501.0,1.0,Asia,East Asia
FLJP.BT1,USD,EQUITY,FTSE Japan RIC Capped NR,Japan,DISTRIBUTION,US,Equity Japan,Equity,Region,Japan,Franklin,1943264800.0,1.0,Asia,East Asia
FLKR.BT1,USD,EQUITY,FTSE South Korea RIC Capped NR,Korea,DISTRIBUTION,US,Equity Korea,Equity,Region,Korea,Franklin,111969800.0,1.0,Asia,East Asia
FLLA.BT1,USD,EQUITY,FTSE LA RIC CAP NT TR USD,Latin America,DISTRIBUTION,US,Equity Emerging Mkts Latin Am,Equity,Region,Emerging Mkts Latin Am,Franklin,42548774.0,1.0,Americas,Latin America
FLMX.BT1,USD,EQUITY,FTSE Mexico RIC Capped NR,Mexico,DISTRIBUTION,US,Equity Mexico,Equity,Region,Mexico,Franklin,77512204.0,1.0,Americas,Latin America
FLN.BT1,USD,EQUITY,NASDAQ AlphaDEX Latin America NR USD,Latin America,DISTRIBUTION,US,Equity Emerging Mkts Latin Am,Equity,Region,Emerging Mkts Latin Am,First Trust,12964119.0,3.0,Americas,Latin America
FLOW.BT1,USD,EQUITY,Global X U.S. Cash Flow Kings 100 TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Glo X Mgmt Co,5333866.0,,Americas,North America
FLQL.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Franklin,1464311962.0,1.0,Americas,North America
FLQM.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Franklin,1285124130.0,1.0,Americas,North America
FLQS.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Franklin,41643683.0,1.0,Americas,North America
FLRG.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Fidelity,191099250.0,1.0,Americas,North America
FLSA.BT1,USD,EQUITY,FTSE SA RIC CAP NT TR USD,Saudi Arabia,DISTRIBUTION,US,Equity Saudi Arabia,Equity,Region,Saudi Arabia,Franklin,17680353.0,2.0,Middle East,Middle East
FLSW.BT1,USD,EQUITY,,Switzerland,DISTRIBUTION,US,Equity Switzerland,Equity,Region,Switzerland,Franklin,51263579.0,1.0,Europe,Western Europe
FLTW.BT1,USD,EQUITY,FTSE Taiwan RIC Capped NR,Taiwan,DISTRIBUTION,US,Equity Taiwan,Equity,Region,Taiwan,Franklin,384972100.0,1.0,Asia,East Asia
FLV.BT1,USD,EQUITY,Russell 1000 Value TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,American Centy,219684999.0,2.0,Americas,North America
FMAG.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Fidelity,168432537.0,2.0,Americas,North America
FMCE.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,First Manhattan,62796101.0,,Americas,North America
FMCX.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,First Manhattan,100041815.0,2.0,Americas,North America
FMDE.BT1,USD,EQUITY,Russell MidCap TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Fidelity,2016917256.0,1.0,Americas,North America
FMQQ.BT1,USD,EQUITY,FMQQ The Next Frontier Internet TR USD,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,Exchange Traded Concepts LLC,27775278.0,3.0,Global,Emerging Markets
FNDA.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Charles Schwab Investment Management Inc,9200129123.0,1.0,Americas,North America
FNDB.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Charles Schwab Investment Management Inc,869574348.0,1.0,Americas,North America
FNDC.BT1,USD,EQUITY,,Global Ex US,DISTRIBUTION,US,Equity Global ex US Sm&Mid Cap,Equity,Region,Global ex US Sm&Mid Cap,Charles Schwab Investment Management Inc,3027308809.0,2.0,Global,Global Ex-US
FNDE.BT1,USD,EQUITY,,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,Charles Schwab Investment Management Inc,6191598217.0,2.0,Global,Emerging Markets
FNDF.BT1,USD,EQUITY,,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,Charles Schwab Investment Management Inc,13325847113.0,1.0,Global,Global Ex-US
FNDX.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Charles Schwab Investment Management Inc,17217112870.0,1.0,Americas,North America
FNK.BT1,USD,EQUITY,Nasdaq AlphaDEX Mid Cap Value TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,First Trust,216430746.0,2.0,Americas,North America
FNX.BT1,USD,EQUITY,Nasdaq AlphaDEX Mid Cap Core TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,First Trust,1238022972.0,2.0,Americas,North America
FNY.BT1,USD,EQUITY,Nasdaq AlphaDEX Mid Cap Growth TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,First Trust,372096898.0,2.0,Americas,North America
FOF.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity US,Equity,Region,US,Coh & St Cap Mgt,331051349.0,3.0,Global,Global
FORH.BT1,USD,EQUITY,S&P Mid Cap 400 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Formidable Asset Management LLC,21113661.0,3.0,Americas,North America
FOVL.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,BlackRock,24494952.0,1.0,Americas,North America
FPA.BT1,USD,EQUITY,NASDAQ AlphaDEX Asia Pac Ex-Japan NR USD,Asia Pacific ex Japan,DISTRIBUTION,US,Equity Asia Pacific ex Japan,Equity,Region,Asia Pacific ex Japan,First Trust,13793175.0,3.0,Asia,Asia Pacific
FPAG.BT1,USD,EQUITY,MSCI AC World NR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,FPA,170723566.0,2.0,Global,Global
FPX.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,First Trust,783427626.0,2.0,Americas,North America
FPXI.BT1,USD,EQUITY,IPOX International NR USD,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,First Trust,132403104.0,2.0,Global,Global Ex-US
FQAL.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Fidelity,1062984811.0,1.0,Americas,North America
FRDM.BT1,USD,EQUITY,Solactive GBS Emerging Markets Large & Md Cp NR IX,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,Empowered Funds,868403338.0,2.0,Global,Emerging Markets
FRTY.BT1,USD,EQUITY,Russell MidCap Growth TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Fred Alger Mgmt,73236669.0,2.0,Americas,North America
FSCC.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Federated,11354367.0,,Americas,North America
FSCS.BT1,USD,EQUITY,The SMID Capital Strength TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,First Trust,23051297.0,2.0,Americas,North America
FSGS.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,First Trust,25251411.0,2.0,Americas,North America
FSMD.BT1,USD,EQUITY,Fidelity Small-Mid Multifactor TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Fidelity,637696144.0,1.0,Americas,North America
FSST.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Fidelity,15425431.0,2.0,Americas,North America
FSZ.BT1,USD,EQUITY,NASDAQ AlphaDEX Switzerland TR USD,Switzerland,DISTRIBUTION,US,Equity Switzerland,Equity,Region,Switzerland,First Trust,75638806.0,3.0,Europe,Western Europe
FTA.BT1,USD,EQUITY,Nasdaq AlphaDEX Large Cap Value TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,First Trust,1189088713.0,2.0,Americas,North America
FTC.BT1,USD,EQUITY,Nasdaq AlphaDEX Large Cap Growth TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,First Trust,1110768011.0,2.0,Americas,North America
FTCE.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,First Trust,40932581.0,,Americas,North America
FTCS.BT1,USD,EQUITY,Capital Strength TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,First Trust,8580963298.0,2.0,Americas,North America
FTDS.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,First Trust,25279483.0,2.0,Americas,North America
FTGS.BT1,USD,EQUITY,The Growth Strength TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,First Trust,909380122.0,2.0,Americas,North America
FTHF.BT1,USD,EQUITY,,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,First Trust,38098446.0,3.0,Global,Emerging Markets
FUND.BT1,USD,EQUITY,Russell 3000 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Sprott Asset Management USA Inc,250979972.0,3.0,Americas,North America
FUNL.BT1,USD,EQUITY,Russell 1000 Value TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,CornerCap,194481171.0,2.0,Americas,North America
FVAL.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Fidelity,953783904.0,1.0,Americas,North America
FVD.BT1,USD,EQUITY,Value Line Dividend TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,First Trust,9281234834.0,2.0,Americas,North America
FWD.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,AllianceBern,504460546.0,2.0,Global,Global
FXI.BT1,USD,EQUITY,FTSE China 50 NR USD,China,DISTRIBUTION,US,Equity China,Equity,Region,China,BlackRock,7266614539.0,2.0,Asia,East Asia
FYC.BT1,USD,EQUITY,Nasdaq AlphaDEX Small Cap Growth TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,First Trust,471673941.0,2.0,Americas,North America
FYEE.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Fidelity,6681787.0,,Global,Global
FYLD.BT1,USD,EQUITY,MSCI EAFE + Canada TR USD,Global Ex US,DISTRIBUTION,US,Equity Global Income,Equity,Region,Global Income,Cambria Investment Management LP,315393286.0,2.0,Global,Global Ex-US
FYT.BT1,USD,EQUITY,Nasdaq AlphaDEX Small Cap Value TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,First Trust,162227239.0,2.0,Americas,North America
FYX.BT1,USD,EQUITY,Nasdaq AlphaDEX Small Cap Core TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,First Trust,948425793.0,2.0,Americas,North America
GAB.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Gabelli Funds,1610104070.0,3.0,Americas,North America
GAM.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,General American Investors Company Inc,1542952814.0,3.0,Americas,North America
GARP.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,BlackRock,216347661.0,1.0,Americas,North America
GBLD.BT1,USD,EQUITY,MSCI Global Green Building NR USD,Global,DISTRIBUTION,US,Equity Global Sm&Mid Cap,Equity,Region,Global Sm&Mid Cap,Invesco,6352229.0,1.0,Global,Global
GCOW.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity Global Income,Equity,Region,Global Income,Pacer Advisors,1923643114.0,2.0,Global,Global
GDIV.BT1,USD,EQUITY,Nasdaq Div Achievers Sel TR,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,Harbor Capital Advisors Inc,272961146.0,2.0,Americas,North America
GDL.BT1,USD,EQUITY,US 3-Month Treasury Bill TR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Gabelli Funds,118030922.0,3.0,Global,Global
GDV.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Gabelli Funds,2464703648.0,3.0,Americas,North America
GEM.BT1,USD,EQUITY,,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,GSAM,860753702.0,2.0,Global,Emerging Markets
GF.BT1,USD,EQUITY,,Germany,DISTRIBUTION,US,Equity Germany,Equity,Region,Germany,DWS,152328708.0,3.0,Europe,Western Europe
GFGF.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Empowered Funds,35521869.0,2.0,Americas,North America
GFLW.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Victory Capital,47564839.0,,Americas,North America
GGM.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Grant,20531339.0,2.0,Americas,North America
GGRW.BT1,USD,EQUITY,NASDAQ Composite TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Gabelli Funds,5840401.0,3.0,Americas,North America
GGT.BT1,USD,EQUITY,MSCI AC World Communication Services TR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Gabelli Funds,116740266.0,3.0,Global,Global
GGUS.BT1,USD,EQUITY,Russell 1000 Growth 40 Act Daily Capped TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,GSAM,308199112.0,1.0,Americas,North America
GGZ.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Gabelli Funds,115939653.0,3.0,Global,Global
GINN.BT1,USD,EQUITY,Solactive Innovative Global Equity NR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,GSAM,265341056.0,2.0,Global,Global
GINX.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity Global Income,Equity,Region,Global Income,Summit Global Investments LLC,73356552.0,3.0,Global,Global
GK.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,AdvisorShares Investments LLC,23419232.0,3.0,Americas,North America
GLBL.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Pacer Advisors,846122.0,,Global,Global
GLIN.BT1,USD,EQUITY,,India,DISTRIBUTION,US,Equity India,Equity,Region,India,VanEck,153350894.0,2.0,Asia,South Asia
GLO.BT1,USD,EQUITY,Morningstar Global Allocation TR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Clough Capital Partners LP,254603329.0,3.0,Global,Global
GLOF.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,BlackRock,102049497.0,1.0,Global,Global
GLOV.BT1,USD,EQUITY,Goldman Sachs ABeta World Low Vol Plus Eq TR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,GSAM,1044970497.0,1.0,Global,Global
GLQ.BT1,USD,EQUITY,MSCI World NR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Clough Capital Partners LP,144528090.0,3.0,Global,Global
GLRY.BT1,USD,EQUITY,S&P Mid Cap 400 TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Inspire Investin,70232164.0,3.0,Americas,North America
GLV.BT1,USD,EQUITY,Morningstar Global Allocation TR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Clough Capital Partners LP,76680004.0,3.0,Global,Global
GMET.BT1,USD,EQUITY,MVIS Global Clean-Tech Metals TR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,VanEck,17851240.0,2.0,Global,Global
GMF.BT1,USD,EQUITY,S&P APAC Emerging BMI TR,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,State Street,354651350.0,2.0,Global,Emerging Markets
GMOI.BT1,USD,EQUITY,,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,GMO,40293794.0,,Global,Global Ex-US
GMOM.BT1,USD,EQUITY,Bloomberg Global Aggregate Bond TR,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Cambria Investment Management LP,105363795.0,2.0,Global,Global
GMOV.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,GMO,27360712.0,,Americas,North America
GQQQ.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Empowered Funds,32310572.0,,Americas,North America
GREK.BT1,USD,EQUITY,,Greece,DISTRIBUTION,US,Equity Greece,Equity,Region,Greece,Glo X Mgmt Co,151392332.0,2.0,Europe,Eastern Europe
GRF.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Sims Capital Management LLC,46210807.0,3.0,Americas,North America
GRNY.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Tidal Invstmnts,661665848.0,,Americas,North America
GROZ.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Zacks Investment Management Inc,3719341.0,,Americas,North America
GRPM.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Invesco,567271930.0,1.0,Americas,North America
GRPZ.BT1,USD,EQUITY,S&P SmallCap 600 GARP TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Invesco,2603168.0,,Americas,North America
GRW.BT1,USD,EQUITY,Russell 1000 TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,TCW Investment,149062704.0,3.0,Americas,North America
GSC.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,GSAM,144698529.0,3.0,Americas,North America
GSEE.BT1,USD,EQUITY,Solactive GBS Emerging Markets Large & Md Cp NR IX,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,GSAM,105334606.0,1.0,Global,Emerging Markets
GSEU.BT1,USD,EQUITY,,Europe,DISTRIBUTION,US,Equity Europe,Equity,Region,Europe,GSAM,72606158.0,1.0,Europe,Europe All
GSEW.BT1,USD,EQUITY,Solactive US Large Cap Eql Wt TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,GSAM,944475821.0,1.0,Americas,North America
GSFP.BT1,USD,EQUITY,MSCI AC World NR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,GSAM,39960412.0,3.0,Global,Global
GSID.BT1,USD,EQUITY,Sol GBS Dev Market ex North America L & MC NR IX,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,GSAM,783909117.0,1.0,Global,Global Ex-US
GSIE.BT1,USD,EQUITY,,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,GSAM,3467901172.0,1.0,Global,Global Ex-US
GSJY.BT1,USD,EQUITY,,Japan,DISTRIBUTION,US,Equity Japan,Equity,Region,Japan,GSAM,37900954.0,1.0,Asia,East Asia
GSLC.BT1,USD,EQUITY,Goldman Sachs ActiveBeta US Lrg Cap Eq TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,GSAM,13142314745.0,1.0,Americas,North America
GSPY.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Tidal Invstmnts,509612384.0,2.0,Americas,North America
GSSC.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,GSAM,521650756.0,1.0,Americas,North America
GSUS.BT1,USD,EQUITY,Solactive GBS United States Large & Mid Cap TR IX,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,GSAM,2386551276.0,1.0,Americas,North America
GURU.BT1,USD,EQUITY,Solactive Guru USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Glo X Mgmt Co,45925981.0,3.0,Americas,North America
GUSA.BT1,USD,EQUITY,Solactive GBS United States 1000 TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,GSAM,1835725321.0,1.0,Americas,North America
GVAL.BT1,USD,EQUITY,MSCI AC World TR USD,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,Cambria Investment Management LP,93339999.0,2.0,Global,Global Ex-US
GVIP.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,GSAM,316410236.0,2.0,Americas,North America
GVLU.BT1,USD,EQUITY,Russell 1000 TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Tidal Invstmnts,182871939.0,2.0,Americas,North America
GVUS.BT1,USD,EQUITY,Russell 1000 Growth 40 Act Daily Capped TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,GSAM,492422967.0,1.0,Americas,North America
GWX.BT1,USD,EQUITY,S&P Developed Ex US <2 Billion TR,Global Ex US,DISTRIBUTION,US,Equity Global ex US Sm&Mid Cap,Equity,Region,Global ex US Sm&Mid Cap,State Street,623065929.0,2.0,Global,Global Ex-US
GXC.BT1,USD,EQUITY,S&P China BMI TR,China,DISTRIBUTION,US,Equity China,Equity,Region,China,State Street,405723273.0,2.0,Asia,East Asia
GXG.BT1,USD,EQUITY,,Colombia,DISTRIBUTION,US,Equity Colombia,Equity,Region,Colombia,Glo X Mgmt Co,33959738.0,2.0,Americas,Latin America
GXTG.BT1,USD,EQUITY,Solactive Thematic Growth USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Glo X Mgmt Co,14064097.0,2.0,Global,Global
GXUS.BT1,USD,EQUITY,Solactive GBS Gbl Mkts ex US Lrg & Mid Cap TR USD,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,GSAM,436624597.0,1.0,Global,Global Ex-US
HAPI.BT1,USD,EQUITY,CIBC Human Capital TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Harbor Capital Advisors Inc,367243416.0,1.0,Americas,North America
HAPS.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Harbor Capital Advisors Inc,132470960.0,2.0,Americas,North America
HAWX.BT1,USD,EQUITY,MSCI ACWI ex USA 100% Hedged to USD NR USD,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,BlackRock,230716498.0,1.0,Global,Global Ex-US
HCOW.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,Amplify Investments LLC,8409131.0,,Americas,North America
HDEF.BT1,USD,EQUITY,MSCI EAFE High Dividend Yield NR USD,Global Ex US,DISTRIBUTION,US,Equity Global Income,Equity,Region,Global Income,DBX Advisors LLC,1618357173.0,1.0,Global,Global Ex-US
HDMV.BT1,USD,EQUITY,MSCI EAFE NR USD,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,First Trust,30392170.0,3.0,Global,Global Ex-US
HDUS.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Lattice Strategies LLC,132837725.0,1.0,Americas,North America
HDV.BT1,USD,EQUITY,Morningstar Dividend Yield Focus TR USD,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,BlackRock,11000714984.0,1.0,Americas,North America
HEAT.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Touchstone,11469150.0,2.0,Americas,North America
HEDJ.BT1,USD,EQUITY,,Europe,DISTRIBUTION,US,Equity Europe,Equity,Region,Europe,WisdomTree,1462389006.0,2.0,Europe,Europe All
HEEM.BT1,USD,EQUITY,MSCI Emerging Markets 100% Hedged to USD NR USD,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,BlackRock,161409004.0,1.0,Global,Emerging Markets
HEFA.BT1,USD,EQUITY,MSCI EAFE 100% Hedged to USD NR,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,BlackRock,5469908252.0,1.0,Global,Global Ex-US
HEJD.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,Victory Capital,25283621.0,,Americas,North America
HEQ.BT1,USD,EQUITY,S&P 500 TR,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,John Hancock Inv,140789344.0,3.0,Global,Global
HERD.BT1,USD,EQUITY,Pacer Cash Cows Fund of Funds USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Pacer Advisors,89143427.0,1.0,Americas,North America
